repo,url,stars,inferred_language,inferred_category,file_count_visible,key_files,content_timestamp,time_slice,file
youngdubbydu/llm-agent-optimization,https://github.com/youngdubbydu/llm-agent-optimization,231,Markdown,education-list,3,Latest commit History16 Commits16 Commits; README.md; View all files,2026-05-21,2026-05,raw-github/youngdubbydu_llm-agent-optimization.md
yxf203/awesome-efficient-agents,https://github.com/yxf203/awesome-efficient-agents,250,Markdown,memory,4,Latest commit History18 Commits18 Commits; assets; README.md; View all files,2026-05-21,2026-05,raw-github/yxf203_awesome-efficient-agents.md
zaixizhang/stella,https://github.com/zaixizhang/stella,141,Python,evaluation,30,Latest commit History60 Commits60 Commits; .github/workflows; Tool_Creation_Benchmark; asset; cases; data; docker; new_tools; prompts; skills; stella; .dockerignore; .gitignore; Dockerfile; LICENSE; MANIFEST.in; README.md; predefined_tools.py; pyproject.toml; requirements.txt,2026-05-21,2026-05,raw-github/zaixizhang_stella.md
zanwenfu/auto-code-rover,https://github.com/zanwenfu/auto-code-rover,0,Python,evaluation,20,Latest commit History2 Commits2 Commits; app; conf; demo_vis; results; ACR.py; Dockerfile; Dockerfile.experiment; Dockerfile.minimal; Dockerfile.scratch; EXPERIMENT.md; LICENSE; README.md; action.yml; environment.windows.yml; environment.yml; preprint.pdf; requirements-dev.txt; requirements.txt; View all files,2026-05-21,2026-05,raw-github/zanwenfu_auto-code-rover.md
zazencodes/zazencodes-season-3,https://github.com/zazencodes/zazencodes-season-3,4,Markdown,framework,7,Latest commit History29 Commits29 Commits; src; .gitignore; AGENTS.md; CLAUDE.md; README.md; View all files,2026-05-21,2026-05,raw-github/zazencodes_zazencodes-season-3.md
zbinxp/deer-flow,https://github.com/zbinxp/deer-flow,0,Markdown,memory,26,"Latest commit History1,711 Commits1,711 Commits; .github; backend; docker; docs; frontend; scripts; skills/public; .dockerignore; .env.example; .gitattributes; .gitignore; CONTRIBUTING.md; Install.md; LICENSE; Makefile; README.md; README_fr.md; README_ja.md; README_ru.md",2026-02-28,2026-02,raw-github/zbinxp_deer-flow.md
zed-industries/zed,https://github.com/zed-industries/zed,83,Markdown,evaluation,56,"Latest commit History37,890 Commits37,890 Commits; .cargo; .cloudflare; .config; .factory; .github; .zed; assets; ci; crates; docs; extensions; legal; nix; script; tooling; .git-blame-ignore-revs; .gitattributes; .gitignore; .mailmap",2026-05-20,2026-05,raw-github/zed-industries_zed.md
zesearch/self-improvement-llm,https://github.com/zesearch/self-improvement-llm,13,Markdown,evolution,5,Latest commit History11 Commits11 Commits; figures; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/zesearch_self-improvement-llm.md
zhang677/accelopt,https://github.com/zhang677/accelopt,43,Python,evaluation,17,Latest commit History67 Commits67 Commits; .github; NKIBench; accelopt; experiments; img; prompts; samples; scripts; skills/accelopt; templates; tests; .gitignore; LICENSE; README.md; setup.py; View all files,unknown,unknown,raw-github/zhang677_accelopt.md
zhangyiqun018/agent-for-debate,https://github.com/zhangyiqun018/agent-for-debate,38,Python,framework,11,Latest commit History5 Commits5 Commits; config; figures; prompt; src; LICENSE; OAI_CONFIG_LIST; main.py; readme.md; web_demo.sh; View all files,2026-01-18,2026-01,raw-github/zhangyiqun018_agent-for-debate.md
zhentingwang/dump,https://github.com/zhentingwang/dump,33,Python,evaluation,13,Latest commit History32 Commits32 Commits; combined_logic_dataset; images; kk; local_save_dir; verl; README.md; main_grpo_Qwen2.5-7B-Instruct-1M_combined_logic_longseq_combinedkk.sh; main_grpo_Qwen2.5-7B-Instruct-1M_combined_logic_longseq_combinedkk_nocl.sh; pyproject.toml; requirements.txt; setup.py; View all files,2026-05-21,2026-05,raw-github/zhentingwang_dump.md
zhihaopeng-cityu/awesome-self-evolving-ai-for-agentic-healthcare,https://github.com/zhihaopeng-cityu/awesome-self-evolving-ai-for-agentic-healthcare,11,Markdown,evolution,6,Latest commit History81 Commits81 Commits; indexes; scripts; LICENSE; README.md; View all files,unknown,unknown,raw-github/zhihaopeng-cityu_awesome-self-evolving-ai-for-agentic-healthcare.md
zhonghaojiang/awesome-issue-solving,https://github.com/zhonghaojiang/awesome-issue-solving,9,Markdown,evaluation,4,Latest commit History31 Commits31 Commits; LICENSE; README.md; View all files,2026-01-06,2026-01,raw-github/zhonghaojiang_awesome-issue-solving.md
zijian-ni/awesome-ai-agents-2026,https://github.com/zijian-ni/awesome-ai-agents-2026,81,Unknown,education-list,0,,unknown,unknown,raw-github/zijian-ni_awesome-ai-agents-2026.md
zixuanfeng-nyu/textgrad,https://github.com/zixuanfeng-nyu/textgrad,0,Python,evaluation,14,Latest commit History129 Commits129 Commits; .github; assets; evaluation; examples/notebooks; tests; textgrad; .gitignore; LICENSE; MANIFEST.in; README.md; requirements.txt; setup.py; View all files,2026-05-21,2026-05,raw-github/zixuanfeng-nyu_textgrad.md
zjunlp/knowself,https://github.com/zjunlp/knowself,93,Shell,evaluation,23,Latest commit History9 Commits9 Commits; assets; envs/webshop; eval_agent; knowledge_system_construction; textworld; train; training_data_construction; util; .gitignore; LICENSE; README.md; alfworld_game_files.json; construct_knowledge_system.sh; construct_rpo_data.sh; construct_training_data.sh; eval_knowself.sh; ignore_task_id.json; requirements.txt; setup.sh,2024-08-06,2024-Q3,raw-github/zjunlp_knowself.md
zjunlp/worldmind,https://github.com/zjunlp/worldmind,35,Python,evaluation,18,Latest commit History160 Commits160 Commits; Docker; Plugin; assets; conda_envs; embodiedbench; habitat-lab; website; .nojekyll; LICENSE; README.md; cal_results.py; index.html; run.sh; server.py; setup.py; yolo11n.pt; View all files,2026-05-21,2026-05,raw-github/zjunlp_worldmind.md
zoe-yyx/agentnet,https://github.com/zoe-yyx/agentnet,46,Markdown,evolution,8,Latest commit History70 Commits70 Commits; AgentNet_Code; Figure; Video; .DS_Store; AgentNet.pdf; readme.md; View all files,2025-04-22,2025-04,raw-github/zoe-yyx_agentnet.md
zou-group/sirius,https://github.com/zou-group/sirius,101,Markdown,framework,13,Latest commit History13 Commits13 Commits; Actor_Critic; Competitive; Problem_solving; assets; dataset; libs; .DS_Store; .gitignore; LICENSE; README.md; environment.yml; View all files,2026-05-21,2026-05,raw-github/zou-group_sirius.md
zou-group/textgrad,https://github.com/zou-group/textgrad,3,Python,evaluation,14,Latest commit History140 Commits140 Commits; .github; assets; evaluation; examples/notebooks; tests; textgrad; .gitignore; LICENSE; MANIFEST.in; README.md; requirements.txt; setup.py; View all files,2026-05-21,2026-05,raw-github/zou-group_textgrad.md
zzz47zzz/awesome-lifelong-learning-methods-for-llm,https://github.com/zzz47zzz/awesome-lifelong-learning-methods-for-llm,162,Unknown,education-list,0,,unknown,unknown,raw-github/zzz47zzz_awesome-lifelong-learning-methods-for-llm.md
nousresearch/hermes-agent,https://github.com/NousResearch/hermes-agent,0,Markdown,framework,0,hourly web/public metadata capture,2026-05-16,2026-05,
obra/superpowers,https://github.com/obra/superpowers,202000,Shell,memory,0,hourly web/public metadata capture,2026-05-04,2026-05,
openclaw/openclaw,https://github.com/openclaw/openclaw,374000,TypeScript,framework,0,hourly web/public metadata capture,2026-05-21,2026-05,
pinchbench/skill,https://github.com/pinchbench/skill,1200,Python,evaluation,0,hourly web/public metadata capture,2026-05-06,2026-05,
rohitg00/agentmemory,https://github.com/rohitg00/agentmemory,16000,TypeScript,memory,0,hourly web/public metadata capture,2026-05-18,2026-05,
tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,25100,Rust,memory,0,hourly web/public metadata capture,2026-05-21,2026-05,
claw-bench/claw-bench,https://github.com/claw-bench/claw-bench,171,Python,evaluation,0,hourly web/public metadata capture,2026-05-24,2026-05,
openclaw/clawbench,https://github.com/openclaw/clawbench,97,Python,evaluation,0,hourly web/public metadata capture,2026-04-20,2026-04,
claw-eval/claw-eval,https://github.com/claw-eval/claw-eval,606,Python,evaluation,0,hourly web/public metadata capture,2026-03,2026-03,
raphaelchristi/harness-evolver,https://github.com/raphaelchristi/harness-evolver,21,TypeScript/JavaScript,evolution,0,hourly web/public metadata capture,2026-05-24,2026-05,
ai-boost/awesome-harness-engineering,https://github.com/ai-boost/awesome-harness-engineering,1100,Markdown,education-list,0,hourly web/public metadata capture,2026-05-24,2026-05,
YunjueTech/Yunjue-Agent,https://github.com/YunjueTech/Yunjue-Agent,426,Python,evolution,0,"hourly web/public metadata capture; 34 commits; Apache-2.0; Python 84.9%; benchmark traces and reproduction branch",2026-02-11,2026-02,raw-github/yunjuetech_yunjue-agent.md
RangeKing/self-evolving-agent,https://github.com/RangeKing/self-evolving-agent,9,Python,skill,0,"hourly web/public metadata capture; 18 commits; MIT; OpenClaw self-evolving skill; benchmarks/evals/hooks modules",2026-05-26,2026-05,raw-github/rangeking_self-evolving-agent.md
gofenix/nex-agent,https://github.com/gofenix/nex-agent,64,Elixir,evolution,0,"hourly web/public metadata capture; 159 commits; Elixir/OTP; persistent memory, skills, subagents, source-level self-improvement",2026-05-26,2026-05,raw-github/gofenix_nex-agent.md
swapedoc/hermes2anti,https://github.com/swapedoc/hermes2anti,4,Python,memory,0,"hourly web/public metadata capture; 1 commit; MIT; memory, skills, security scan, recall, insights loop",2026-05-26,2026-05,raw-github/swapedoc_hermes2anti.md
vilmire/adhdev,https://github.com/vilmire/adhdev,33,TypeScript,framework,0,"hourly web/public metadata capture; 1127 commits; AGPL-3.0; self-hosted dashboard/control plane for coding-agent sessions",2026-05-26,2026-05,raw-github/vilmire_adhdev.md
